Agency,SKU,Volume
Agency_23,SKU_05,596.1097717
Agency_23,SKU_21,0.61106535
Agency_24,SKU_01,1.143206239
Agency_24,SKU_02,77.76089478
Agency_24,SKU_03,6.644281626
Agency_24,SKU_04,46.61823845
Agency_24,SKU_05,423.0927582
Agency_24,SKU_21,0.00090905
Agency_25,SKU_01,3.802422404
Agency_25,SKU_02,67.54260254
Agency_25,SKU_03,5.920477629
Agency_25,SKU_04,16.35865784
Agency_25,SKU_05,579.3387146
Agency_25,SKU_21,0
Agency_26,SKU_01,0.258876383
Agency_26,SKU_02,1.03056848
Agency_26,SKU_03,0.709470272
Agency_26,SKU_04,1.589755297
Agency_26,SKU_05,0.070143886
Agency_26,SKU_11,2.71575129
Agency_26,SKU_18,0.177166298
Agency_27,SKU_01,1454.36969
Agency_27,SKU_02,501.2970734
Agency_27,SKU_03,3630.645996
Agency_27,SKU_04,2511.463257
Agency_27,SKU_05,75.7953949
Agency_27,SKU_06,64.83948708
Agency_27,SKU_08,183.9604263
Agency_28,SKU_01,32.92237663
Agency_28,SKU_02,13.29828835
Agency_28,SKU_03,74.60881996
Agency_28,SKU_04,25.87751675
Agency_28,SKU_05,1.913531899
Agency_28,SKU_06,692.3979187
Agency_28,SKU_08,8.198617935
Agency_29,SKU_01,10.28143167
Agency_29,SKU_02,1.19705832
Agency_29,SKU_03,4.812266231
Agency_29,SKU_04,39.88330269
Agency_29,SKU_05,30.63461018
Agency_29,SKU_06,13.09566545
Agency_29,SKU_08,2.912557006
Agency_30,SKU_01,583.0865173
Agency_30,SKU_02,135.193161
Agency_30,SKU_03,11104.44873
Agency_30,SKU_04,3089.795532
Agency_30,SKU_05,209.9041824
Agency_30,SKU_06,0.967022121
Agency_30,SKU_08,18.37467194
Agency_31,SKU_01,211.3167725
Agency_31,SKU_02,25.0773201
Agency_31,SKU_03,525.4334412
Agency_31,SKU_04,776.3872986
Agency_31,SKU_05,22.91003418
Agency_31,SKU_08,2.0272789
Agency_32,SKU_01,1364.750244
Agency_32,SKU_02,2270.112183
Agency_32,SKU_03,973.1974792
Agency_32,SKU_04,1934.30603
Agency_32,SKU_05,3153.555786
Agency_32,SKU_14,2.187087774
Agency_33,SKU_03,4.75279212
Agency_33,SKU_04,27.4314003
Agency_33,SKU_18,3.150344133
Agency_34,SKU_03,1.15506041
Agency_34,SKU_04,16.69787884
Agency_34,SKU_22,0.362520069
Agency_35,SKU_03,0.39958477
Agency_35,SKU_04,8.033907413
Agency_35,SKU_32,0
Agency_36,SKU_03,1.82963419
Agency_36,SKU_04,9.57708168
Agency_36,SKU_22,2.729734063
Agency_37,SKU_04,4.938806534
Agency_37,SKU_18,1.211052239
Agency_38,SKU_01,9068.912598
Agency_38,SKU_02,3924.246216
Agency_38,SKU_03,2079.319824
Agency_38,SKU_04,1363.353577
Agency_38,SKU_05,2585.994507
Agency_38,SKU_07,28.81244469
Agency_38,SKU_14,0.581247032
Agency_38,SKU_21,0.005984684
Agency_39,SKU_01,3229.257324
Agency_39,SKU_02,4419.476074
Agency_39,SKU_03,212.0737381
Agency_39,SKU_04,1562.359863
Agency_39,SKU_05,5673.789795
Agency_39,SKU_07,5.712941885
Agency_40,SKU_03,15.23663521
Agency_40,SKU_04,460.4195557
Agency_40,SKU_18,0.281709194
Agency_41,SKU_01,3066.640625
Agency_41,SKU_02,2759.635864
Agency_41,SKU_03,1047.148773
Agency_41,SKU_04,468.3688049
Agency_41,SKU_05,2225.577271
Agency_42,SKU_01,164.8273926
Agency_42,SKU_02,111.4576874
Agency_42,SKU_03,1490.380554
Agency_42,SKU_04,89.52592087
Agency_42,SKU_05,351.6745148
Agency_43,SKU_01,376.8310089
Agency_43,SKU_02,421.5459442
Agency_43,SKU_03,63.44879341
Agency_43,SKU_04,150.5760498
Agency_43,SKU_05,478.4706116
Agency_44,SKU_01,23.64524031
Agency_44,SKU_02,2.227781221
Agency_44,SKU_03,133.9677773
Agency_44,SKU_04,60.76834869
Agency_44,SKU_05,3.08576417
Agency_45,SKU_01,67.91254234
Agency_45,SKU_02,56.51903725
Agency_45,SKU_03,31.8905859
Agency_45,SKU_04,230.3103027
Agency_45,SKU_05,515.8289185
Agency_45,SKU_08,1.69180429
Agency_46,SKU_01,3728.632202
Agency_46,SKU_02,4184.672119
Agency_46,SKU_03,3179.051147
Agency_46,SKU_04,3574.710449
Agency_46,SKU_05,3801.148438
Agency_46,SKU_17,0.614168704
Agency_47,SKU_01,5.542651176
Agency_47,SKU_02,0.412958294
Agency_47,SKU_03,232.477478
Agency_47,SKU_04,34.02716255
Agency_47,SKU_05,0.127754569
Agency_47,SKU_17,0.054660451
Agency_48,SKU_01,2024.186035
Agency_48,SKU_02,619.0880127
Agency_48,SKU_03,9467.539551
Agency_48,SKU_04,2129.05188
Agency_48,SKU_05,1474.084778
Agency_48,SKU_07,5.774829626
Agency_48,SKU_17,1.698066056
Agency_48,SKU_23,0.509297426
Agency_48,SKU_28,0
Agency_49,SKU_01,1679.182861
Agency_49,SKU_02,2517.774292
Agency_49,SKU_03,9785.190918
Agency_49,SKU_04,1852.08313
Agency_49,SKU_05,2183.606079
Agency_49,SKU_07,9.006525517
Agency_49,SKU_23,0.006627694
Agency_49,SKU_34,37.89284897
Agency_50,SKU_01,1125.827148
Agency_50,SKU_02,6866.528564
Agency_50,SKU_03,438.4473419
Agency_50,SKU_04,1877.6875
Agency_50,SKU_05,2969.805176
Agency_50,SKU_17,0.012567386
Agency_51,SKU_01,3972.166138
Agency_51,SKU_02,4379.540039
Agency_51,SKU_03,4756.878662
Agency_51,SKU_04,2730.77356
Agency_51,SKU_05,1509.760437
Agency_51,SKU_07,2.805165052
Agency_51,SKU_17,1.024717292
Agency_52,SKU_01,162.040802
Agency_52,SKU_02,1033.499664
Agency_52,SKU_03,28.83708
Agency_52,SKU_04,155.7711487
Agency_52,SKU_05,753.1533203
Agency_53,SKU_01,3137.029419
Agency_53,SKU_02,4721.434937
Agency_53,SKU_03,359.7602081
Agency_53,SKU_04,1826.691711
Agency_53,SKU_05,5754.367432
Agency_53,SKU_07,7.414701939
Agency_53,SKU_15,0.853497744
Agency_53,SKU_24,1.512180452
Agency_54,SKU_01,47.66763306
Agency_54,SKU_02,39.54494095
Agency_54,SKU_03,162.260437
Agency_54,SKU_04,84.41540146
Agency_54,SKU_05,89.04718018
Agency_54,SKU_14,0.01828202
Agency_54,SKU_15,0.023574144
Agency_55,SKU_01,2721.750488
Agency_55,SKU_02,1304.011169
Agency_55,SKU_03,5712.070557
Agency_55,SKU_04,2145.269165
Agency_55,SKU_05,745.1636963
Agency_56,SKU_01,2938.849243
Agency_56,SKU_02,818.3600464
Agency_56,SKU_03,6734.094482
Agency_56,SKU_04,2893.994629
Agency_56,SKU_05,604.2454529
Agency_57,SKU_01,8176.049561
Agency_57,SKU_02,7347.417236
Agency_57,SKU_03,1364.608582
Agency_57,SKU_04,2164.893311
Agency_57,SKU_05,2157.965698
Agency_57,SKU_07,105.6569099
Agency_57,SKU_17,2.003171101
Agency_57,SKU_23,4.154661775
Agency_58,SKU_01,4949.706299
Agency_58,SKU_02,4022.747192
Agency_58,SKU_03,207.6654816
Agency_58,SKU_04,1332.226379
Agency_58,SKU_05,1206.312012
Agency_58,SKU_07,32.43208981
Agency_58,SKU_17,1.5
Agency_58,SKU_23,2.284195364
Agency_59,SKU_01,5532.658936
Agency_59,SKU_02,4856.949951
Agency_59,SKU_03,465.9775085
Agency_59,SKU_04,1171.144836
Agency_59,SKU_05,1235.890442
Agency_59,SKU_07,9.524755001
Agency_59,SKU_17,0
Agency_60,SKU_01,9972.734863
Agency_60,SKU_02,5251.039307
Agency_60,SKU_03,209.7916718
Agency_60,SKU_04,1561.103333
Agency_60,SKU_05,1580.441833
Agency_60,SKU_07,64.00066757
Agency_60,SKU_23,1.886823952
Agency_01,SKU_06,0
Agency_01,SKU_07,0
Agency_01,SKU_08,0
Agency_01,SKU_12,0
Agency_01,SKU_14,0
Agency_01,SKU_15,0
Agency_01,SKU_17,0
Agency_01,SKU_18,0
Agency_01,SKU_20,0
Agency_01,SKU_21,0
Agency_01,SKU_22,0
Agency_01,SKU_23,0
Agency_01,SKU_24,0
Agency_01,SKU_26,0
Agency_01,SKU_27,0
Agency_01,SKU_28,0
Agency_01,SKU_31,0
Agency_01,SKU_32,0
Agency_01,SKU_34,0
Agency_02,SKU_06,0
Agency_02,SKU_07,0
Agency_02,SKU_08,0
Agency_02,SKU_14,0
Agency_02,SKU_15,0
Agency_02,SKU_17,0
Agency_02,SKU_18,0
Agency_02,SKU_20,0
Agency_02,SKU_21,0
Agency_02,SKU_22,0
Agency_02,SKU_23,0
Agency_02,SKU_24,0
Agency_02,SKU_26,0
Agency_02,SKU_27,0
Agency_02,SKU_28,0
Agency_02,SKU_32,0
Agency_03,SKU_06,0
Agency_03,SKU_07,0
Agency_03,SKU_08,0
Agency_03,SKU_11,0
Agency_03,SKU_12,0
Agency_03,SKU_14,0
Agency_03,SKU_15,0
Agency_03,SKU_17,0
Agency_03,SKU_18,0
Agency_03,SKU_20,0
Agency_03,SKU_21,0
Agency_03,SKU_22,0
Agency_03,SKU_23,0
Agency_03,SKU_24,0
Agency_03,SKU_26,0
Agency_03,SKU_27,0
Agency_03,SKU_28,0
Agency_03,SKU_31,0
Agency_03,SKU_34,0
Agency_04,SKU_06,0
Agency_04,SKU_07,0
Agency_04,SKU_08,0
Agency_04,SKU_11,0
Agency_04,SKU_12,0
Agency_04,SKU_14,0
Agency_04,SKU_15,0
Agency_04,SKU_17,0
Agency_04,SKU_18,0
Agency_04,SKU_20,0
Agency_04,SKU_21,0
Agency_04,SKU_22,0
Agency_04,SKU_23,0
Agency_04,SKU_24,0
Agency_04,SKU_26,0
Agency_04,SKU_27,0
Agency_04,SKU_28,0
Agency_04,SKU_31,0
Agency_04,SKU_32,0
Agency_04,SKU_34,0
Agency_05,SKU_06,0
Agency_05,SKU_07,0
Agency_05,SKU_08,0
Agency_05,SKU_11,0
Agency_05,SKU_12,0
Agency_05,SKU_15,0
Agency_05,SKU_17,0
Agency_05,SKU_18,0
Agency_05,SKU_20,0
Agency_05,SKU_22,0
Agency_05,SKU_24,0
Agency_05,SKU_27,0
Agency_05,SKU_28,0
Agency_05,SKU_31,0
Agency_05,SKU_32,0
Agency_05,SKU_34,0
Agency_07,SKU_06,0
Agency_07,SKU_07,0
Agency_07,SKU_08,0
Agency_07,SKU_11,0
Agency_07,SKU_12,0
Agency_07,SKU_14,0
Agency_07,SKU_15,0
Agency_07,SKU_17,0
Agency_07,SKU_18,0
Agency_07,SKU_20,0
Agency_07,SKU_22,0
Agency_07,SKU_23,0
Agency_07,SKU_24,0
Agency_07,SKU_26,0
Agency_07,SKU_27,0
Agency_07,SKU_28,0
Agency_07,SKU_31,0
Agency_07,SKU_32,0
Agency_07,SKU_34,0
Agency_08,SKU_06,0
Agency_08,SKU_07,0
Agency_08,SKU_08,0
Agency_08,SKU_11,0
Agency_08,SKU_12,0
Agency_08,SKU_14,0
Agency_08,SKU_15,0
Agency_08,SKU_17,0
Agency_08,SKU_18,0
Agency_08,SKU_20,0
Agency_08,SKU_21,0
Agency_08,SKU_22,0
Agency_08,SKU_23,0
Agency_08,SKU_24,0
Agency_08,SKU_26,0
Agency_08,SKU_27,0
Agency_08,SKU_28,0
Agency_08,SKU_31,0
Agency_08,SKU_32,0
Agency_08,SKU_34,0
Agency_09,SKU_06,0
Agency_09,SKU_07,0
Agency_09,SKU_08,0
Agency_09,SKU_11,0
Agency_09,SKU_12,0
Agency_09,SKU_14,0
Agency_09,SKU_15,0
Agency_09,SKU_17,0
Agency_09,SKU_18,0
Agency_09,SKU_20,0
Agency_09,SKU_22,0
Agency_09,SKU_23,0
Agency_09,SKU_24,0
Agency_09,SKU_26,0
Agency_09,SKU_28,0
Agency_09,SKU_31,0
Agency_09,SKU_32,0
Agency_09,SKU_34,0
Agency_10,SKU_06,0
Agency_10,SKU_07,0
Agency_10,SKU_08,0
Agency_10,SKU_11,0
Agency_10,SKU_12,0
Agency_10,SKU_14,0
Agency_10,SKU_15,0
Agency_10,SKU_17,0
Agency_10,SKU_18,0
Agency_10,SKU_20,0
Agency_10,SKU_22,0
Agency_10,SKU_24,0
Agency_10,SKU_26,0
Agency_10,SKU_27,0
Agency_10,SKU_28,0
Agency_10,SKU_31,0
Agency_10,SKU_34,0
Agency_11,SKU_06,0
Agency_11,SKU_07,0
Agency_11,SKU_08,0
Agency_11,SKU_11,0
Agency_11,SKU_12,0
Agency_11,SKU_14,0
Agency_11,SKU_15,0
Agency_11,SKU_17,0
Agency_11,SKU_18,0
Agency_11,SKU_20,0
Agency_11,SKU_21,0
Agency_11,SKU_22,0
Agency_11,SKU_23,0
Agency_11,SKU_24,0
Agency_11,SKU_26,0
Agency_11,SKU_27,0
Agency_11,SKU_28,0
Agency_11,SKU_31,0
Agency_11,SKU_32,0
Agency_11,SKU_34,0
Agency_12,SKU_06,0
Agency_12,SKU_08,0
Agency_12,SKU_11,0
Agency_12,SKU_12,0
Agency_12,SKU_14,0
Agency_12,SKU_15,0
Agency_12,SKU_17,0
Agency_12,SKU_18,0
Agency_12,SKU_20,0
Agency_12,SKU_21,0
Agency_12,SKU_22,0
Agency_12,SKU_23,0
Agency_12,SKU_24,0
Agency_12,SKU_26,0
Agency_12,SKU_27,0
Agency_12,SKU_28,0
Agency_12,SKU_31,0
Agency_12,SKU_32,0
Agency_12,SKU_34,0
Agency_13,SKU_06,0
Agency_13,SKU_08,0
Agency_13,SKU_11,0
Agency_13,SKU_12,0
Agency_13,SKU_14,0
Agency_13,SKU_15,0
Agency_13,SKU_17,0
Agency_13,SKU_18,0
Agency_13,SKU_21,0
Agency_13,SKU_22,0
Agency_13,SKU_23,0
Agency_13,SKU_24,0
Agency_13,SKU_26,0
Agency_13,SKU_27,0
Agency_13,SKU_28,0
Agency_13,SKU_31,0
Agency_13,SKU_32,0
Agency_13,SKU_34,0
Agency_15,SKU_06,0
Agency_15,SKU_07,0
Agency_15,SKU_08,0
Agency_15,SKU_11,0
Agency_15,SKU_12,0
Agency_15,SKU_14,0
Agency_15,SKU_15,0
Agency_15,SKU_17,0
Agency_15,SKU_18,0
Agency_15,SKU_20,0
Agency_15,SKU_21,0
Agency_15,SKU_22,0
Agency_15,SKU_23,0
Agency_15,SKU_24,0
Agency_15,SKU_26,0
Agency_15,SKU_27,0
Agency_15,SKU_28,0
Agency_15,SKU_31,0
Agency_15,SKU_32,0
Agency_15,SKU_34,0
Agency_16,SKU_06,0
Agency_16,SKU_08,0
Agency_16,SKU_11,0
Agency_16,SKU_12,0
Agency_16,SKU_14,0
Agency_16,SKU_15,0
Agency_16,SKU_17,0
Agency_16,SKU_18,0
Agency_16,SKU_21,0
Agency_16,SKU_22,0
Agency_16,SKU_23,0
Agency_16,SKU_24,0
Agency_16,SKU_26,0
Agency_16,SKU_27,0
Agency_16,SKU_28,0
Agency_16,SKU_31,0
Agency_16,SKU_32,0
Agency_16,SKU_34,0
Agency_17,SKU_06,0
Agency_17,SKU_07,0
Agency_17,SKU_08,0
Agency_17,SKU_11,0
Agency_17,SKU_12,0
Agency_17,SKU_14,0
Agency_17,SKU_15,0
Agency_17,SKU_17,0
Agency_17,SKU_18,0
Agency_17,SKU_20,0
Agency_17,SKU_21,0
Agency_17,SKU_22,0
Agency_17,SKU_23,0
Agency_17,SKU_24,0
Agency_17,SKU_26,0
Agency_17,SKU_27,0
Agency_17,SKU_28,0
Agency_17,SKU_31,0
Agency_17,SKU_32,0
Agency_17,SKU_34,0
Agency_18,SKU_06,0
Agency_18,SKU_07,0
Agency_18,SKU_08,0
Agency_18,SKU_11,0
Agency_18,SKU_12,0
Agency_18,SKU_14,0
Agency_18,SKU_15,0
Agency_18,SKU_17,0
Agency_18,SKU_18,0
Agency_18,SKU_20,0
Agency_18,SKU_21,0
Agency_18,SKU_22,0
Agency_18,SKU_23,0
Agency_18,SKU_24,0
Agency_18,SKU_26,0
Agency_18,SKU_27,0
Agency_18,SKU_28,0
Agency_18,SKU_31,0
Agency_18,SKU_32,0
Agency_18,SKU_34,0
Agency_19,SKU_06,0
Agency_19,SKU_07,0
Agency_19,SKU_11,0
Agency_19,SKU_12,0
Agency_19,SKU_14,0
Agency_19,SKU_15,0
Agency_19,SKU_17,0
Agency_19,SKU_18,0
Agency_19,SKU_20,0
Agency_19,SKU_21,0
Agency_19,SKU_22,0
Agency_19,SKU_23,0
Agency_19,SKU_24,0
Agency_19,SKU_26,0
Agency_19,SKU_27,0
Agency_19,SKU_28,0
Agency_19,SKU_31,0
Agency_19,SKU_32,0
Agency_19,SKU_34,0
Agency_20,SKU_06,0
Agency_20,SKU_08,0
Agency_20,SKU_11,0
Agency_20,SKU_12,0
Agency_20,SKU_14,0
Agency_20,SKU_15,0
Agency_20,SKU_17,0
Agency_20,SKU_18,0
Agency_20,SKU_20,0
Agency_20,SKU_22,0
Agency_20,SKU_24,0
Agency_20,SKU_26,0
Agency_20,SKU_27,0
Agency_20,SKU_28,0
Agency_20,SKU_31,0
Agency_20,SKU_32,0
Agency_20,SKU_34,0
Agency_21,SKU_06,0
Agency_21,SKU_07,0
Agency_21,SKU_08,0
Agency_21,SKU_11,0
Agency_21,SKU_12,0
Agency_21,SKU_14,0
Agency_21,SKU_15,0
Agency_21,SKU_17,0
Agency_21,SKU_18,0
Agency_21,SKU_20,0
Agency_21,SKU_22,0
Agency_21,SKU_23,0
Agency_21,SKU_24,0
Agency_21,SKU_26,0
Agency_21,SKU_27,0
Agency_21,SKU_28,0
Agency_21,SKU_31,0
Agency_21,SKU_32,0
Agency_21,SKU_34,0
Agency_22,SKU_06,0
Agency_22,SKU_07,0
Agency_22,SKU_08,0
Agency_22,SKU_11,0
Agency_22,SKU_12,0
Agency_22,SKU_14,0
Agency_22,SKU_15,0
Agency_22,SKU_17,0
Agency_22,SKU_18,0
Agency_22,SKU_20,0
Agency_22,SKU_21,0
Agency_22,SKU_22,0
Agency_22,SKU_23,0
Agency_22,SKU_24,0
Agency_22,SKU_26,0
Agency_22,SKU_27,0
Agency_22,SKU_28,0
Agency_22,SKU_31,0
Agency_22,SKU_32,0
Agency_22,SKU_34,0
Agency_23,SKU_06,0
Agency_23,SKU_07,0
Agency_23,SKU_08,0
Agency_23,SKU_11,0
Agency_23,SKU_12,0
Agency_23,SKU_14,0
Agency_23,SKU_15,0
Agency_23,SKU_17,0
Agency_23,SKU_18,0
Agency_23,SKU_20,0
Agency_23,SKU_22,0
Agency_23,SKU_23,0
Agency_23,SKU_24,0
Agency_23,SKU_26,0
Agency_23,SKU_27,0
Agency_23,SKU_28,0
Agency_23,SKU_31,0
Agency_23,SKU_32,0
Agency_23,SKU_34,0
Agency_24,SKU_06,0
Agency_24,SKU_07,0
Agency_24,SKU_08,0
Agency_24,SKU_11,0
Agency_24,SKU_12,0
Agency_24,SKU_14,0
Agency_24,SKU_15,0
Agency_24,SKU_17,0
Agency_24,SKU_18,0
Agency_24,SKU_20,0
Agency_24,SKU_22,0
Agency_24,SKU_23,0
Agency_24,SKU_24,0
Agency_24,SKU_26,0
Agency_24,SKU_27,0
Agency_24,SKU_28,0
Agency_24,SKU_31,0
Agency_24,SKU_32,0
Agency_24,SKU_34,0
Agency_25,SKU_06,0
Agency_25,SKU_07,0
Agency_25,SKU_08,0
Agency_25,SKU_11,0
Agency_25,SKU_12,0
Agency_25,SKU_14,0
Agency_25,SKU_15,0
Agency_25,SKU_17,0
Agency_25,SKU_18,0
Agency_25,SKU_20,0
Agency_25,SKU_22,0
Agency_25,SKU_23,0
Agency_25,SKU_24,0
Agency_25,SKU_26,0
Agency_25,SKU_27,0
Agency_25,SKU_28,0
Agency_25,SKU_31,0
Agency_25,SKU_32,0
Agency_25,SKU_34,0
Agency_26,SKU_06,0
Agency_26,SKU_07,0
Agency_26,SKU_08,0
Agency_26,SKU_12,0
Agency_26,SKU_14,0
Agency_26,SKU_15,0
Agency_26,SKU_17,0
Agency_26,SKU_20,0
Agency_26,SKU_21,0
Agency_26,SKU_22,0
Agency_26,SKU_23,0
Agency_26,SKU_24,0
Agency_26,SKU_26,0
Agency_26,SKU_27,0
Agency_26,SKU_28,0
Agency_26,SKU_31,0
Agency_26,SKU_32,0
Agency_26,SKU_34,0
Agency_27,SKU_07,0
Agency_27,SKU_11,0
Agency_27,SKU_12,0
Agency_27,SKU_14,0
Agency_27,SKU_15,0
Agency_27,SKU_17,0
Agency_27,SKU_18,0
Agency_27,SKU_20,0
Agency_27,SKU_21,0
Agency_27,SKU_22,0
Agency_27,SKU_23,0
Agency_27,SKU_24,0
Agency_27,SKU_26,0
Agency_27,SKU_27,0
Agency_27,SKU_28,0
Agency_27,SKU_31,0
Agency_27,SKU_32,0
Agency_27,SKU_34,0
Agency_28,SKU_07,0
Agency_28,SKU_11,0
Agency_28,SKU_12,0
Agency_28,SKU_14,0
Agency_28,SKU_15,0
Agency_28,SKU_17,0
Agency_28,SKU_18,0
Agency_28,SKU_20,0
Agency_28,SKU_21,0
Agency_28,SKU_22,0
Agency_28,SKU_23,0
Agency_28,SKU_24,0
Agency_28,SKU_26,0
Agency_28,SKU_27,0
Agency_28,SKU_28,0
Agency_28,SKU_31,0
Agency_28,SKU_32,0
Agency_28,SKU_34,0
Agency_29,SKU_07,0
Agency_29,SKU_11,0
Agency_29,SKU_12,0
Agency_29,SKU_14,0
Agency_29,SKU_15,0
Agency_29,SKU_17,0
Agency_29,SKU_18,0
Agency_29,SKU_20,0
Agency_29,SKU_21,0
Agency_29,SKU_22,0
Agency_29,SKU_23,0
Agency_29,SKU_24,0
Agency_29,SKU_26,0
Agency_29,SKU_27,0
Agency_29,SKU_28,0
Agency_29,SKU_31,0
Agency_29,SKU_32,0
Agency_29,SKU_34,0
Agency_30,SKU_07,0
Agency_30,SKU_11,0
Agency_30,SKU_12,0
Agency_30,SKU_14,0
Agency_30,SKU_15,0
Agency_30,SKU_17,0
Agency_30,SKU_18,0
Agency_30,SKU_20,0
Agency_30,SKU_21,0
Agency_30,SKU_22,0
Agency_30,SKU_23,0
Agency_30,SKU_24,0
Agency_30,SKU_26,0
Agency_30,SKU_27,0
Agency_30,SKU_28,0
Agency_30,SKU_31,0
Agency_30,SKU_32,0
Agency_30,SKU_34,0
Agency_31,SKU_06,0
Agency_31,SKU_07,0
Agency_31,SKU_11,0
Agency_31,SKU_12,0
Agency_31,SKU_14,0
Agency_31,SKU_15,0
Agency_31,SKU_17,0
Agency_31,SKU_18,0
Agency_31,SKU_20,0
Agency_31,SKU_21,0
Agency_31,SKU_22,0
Agency_31,SKU_23,0
Agency_31,SKU_24,0
Agency_31,SKU_26,0
Agency_31,SKU_27,0
Agency_31,SKU_28,0
Agency_31,SKU_31,0
Agency_31,SKU_32,0
Agency_31,SKU_34,0
Agency_32,SKU_06,0
Agency_32,SKU_07,0
Agency_32,SKU_08,0
Agency_32,SKU_11,0
Agency_32,SKU_12,0
Agency_32,SKU_15,0
Agency_32,SKU_17,0
Agency_32,SKU_18,0
Agency_32,SKU_20,0
Agency_32,SKU_21,0
